date,ism_pmi,head_CPI,head_CPI_roc,head_CPI_bps,core_CPI,core_CPIyoy,CRB,10yr_rate,10yr_roc,per_chg_yoy,swiss10yr,swiss_roc,dxy,dxy_roc,ind_pro_man,wti,wti_roc_qoq,wti_yoy,ba_credit_spread,copper_fut,copper_chg_yoy,gold,gold_roc_qoq,gold_chg_yoy,copper/gold,silver,gold/silver,pmi,roc_pmi,rocpmi_bps,fed rate
1/1/1948,51.7,23.68,,,,,,,,,,,,,,2.57,,58.64198,,,,,,,,,,,,,
2/1/1948,50.2,23.67,,,,,,,,,,,,,,2.57,,58.64198,,,,,,,,,,,,,
3/1/1948,43.3,23.5,,,,,,,,,,,,,,2.57,,58.64198,,,,,,,,,,,,,
4/1/1948,45.4,23.82,,,,,,,,,,,,,,2.57,,37.43316,,,,,,,,,,,,,
5/1/1948,49.5,24.01,,,,,,,,,,,,,,2.57,,37.43316,,,,,,,,,,,,,
6/1/1948,53,24.15,,,,,,,,,,,,,,2.57,,37.43316,,,,,,,,,,,,,
7/1/1948,48.4,24.4,,,,,,,,,,,,,,2.57,,37.43316,,,,,,,,,,,,,
8/1/1948,45.1,24.43,,,,,,,,,,,,,,2.57,,37.43316,,,,,,,,,,,,,
9/1/1948,42.1,24.36,,,,,,,,,,,,,,2.57,,37.43316,,,,,,,,,,,,,
10/1/1948,47.2,24.31,,,,,,,,,,,,,,2.57,,37.43316,,,,,,,,,,,,,
11/1/1948,42.4,24.16,,,,,,,,,,,,,,2.57,,24.15459,,,,,,,,,,,,,
12/1/1948,35,24.05,,,,,,,,,,,,,,2.57,,24.15459,,,,,,,,,,,,,
1/1/1949,32.9,24.01,1.393581081,,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
2/1/1949,31.3,23.91,1.013941698,,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
3/1/1949,34.5,23.91,1.744680851,,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
4/1/1949,35.5,23.92,0.419815281,-132.486557,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
5/1/1949,32.6,23.91,-0.416493128,-83.63084091,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
6/1/1949,31.6,23.92,-0.952380952,-53.58878245,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
7/1/1949,39,23.7,-2.868852459,-191.6471507,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
8/1/1949,47,23.7,-2.988129349,-11.92768901,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
9/1/1949,52.3,23.75,-2.50410509,48.40242588,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
10/1/1949,51,23.67,-2.632661456,-12.85563659,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
11/1/1949,51,23.7,-1.90397351,72.86879463,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
12/1/1949,57.3,23.61,-1.82952183,7.445168041,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
1/1/1950,59.1,23.51,-2.082465639,-25.29438098,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
2/1/1950,60.5,23.61,-1.254705144,82.7760495,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
3/1/1950,62.1,23.64,-1.12923463,12.54705144,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
4/1/1950,68.1,23.65,-1.128762542,0.047208806,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
5/1/1950,74.7,23.77,-0.585529067,54.32334745,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
6/1/1950,76.6,23.88,-0.16722408,41.83049871,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
7/1/1950,77.5,24.07,1.561181435,172.8405515,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
8/1/1950,75.8,24.2,2.109704641,54.85232068,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
9/1/1950,68.1,24.34,2.484210526,37.4505885,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
10/1/1950,59.2,24.5,3.506548373,102.2337847,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
11/1/1950,63.1,24.6,3.797468354,29.0919981,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
12/1/1950,67.1,24.98,5.802626006,200.5157651,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
1/1/1951,67.8,25.38,7.954062101,215.1436095,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
2/1/1951,69.3,25.83,9.402795426,144.8733324,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
3/1/1951,65.5,25.88,9.475465313,7.266988736,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
4/1/1951,53.5,25.92,9.598308668,12.2843355,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
5/1/1951,50.7,25.99,9.339503576,-25.88050921,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
6/1/1951,45.5,25.93,8.584589615,-75.49139612,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
7/1/1951,42.1,25.91,7.644370586,-94.02190289,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
8/1/1951,43.6,25.86,6.859504132,-78.48664536,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
9/1/1951,48.1,26.03,6.943303205,8.379907237,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
10/1/1951,49.6,26.16,6.775510204,-16.77930005,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
11/1/1951,47.2,26.32,6.991869919,21.63597146,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
12/1/1951,46.5,26.47,5.964771817,-102.7098101,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
1/1/1952,44.7,26.45,4.215918046,-174.8853772,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
2/1/1952,41.8,26.41,2.245451026,-197.046702,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
3/1/1952,40,26.39,1.970633694,-27.4817332,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
4/1/1952,36.7,26.46,2.083333333,11.26996394,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
5/1/1952,39.5,26.47,1.846864179,-23.64691548,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
6/1/1952,43.3,26.53,2.313922098,46.70579194,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
7/1/1952,48.3,26.68,2.97182555,65.7903452,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
8/1/1952,60.4,26.69,3.209590101,23.77645506,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
9/1/1952,56.1,26.63,2.305032655,-90.45574459,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
10/1/1952,56.2,26.69,2.025993884,-27.90387708,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
11/1/1952,56.8,26.69,1.405775076,-62.02188078,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
12/1/1952,55.8,26.71,0.906686815,-49.90882607,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
1/1/1953,59.4,26.64,0.718336484,-18.83503313,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
2/1/1953,55.4,26.59,0.681560015,-3.677646879,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
3/1/1953,50.5,26.63,0.909435392,22.7875377,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
4/1/1953,51.1,26.69,0.869236584,-4.019880867,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
5/1/1953,48.9,26.7,0.868908198,-0.032838556,,,,,,,,,,,,2.57,,0,,,,,,,,,,,,,
6/1/1953,48.5,26.77,0.904636261,3.572806288,,,,,,,,,,,,2.82,,9.72763,,,,,,,,,,,,,
7/1/1953,46.3,26.79,0.412293853,-49.23424078,,,,,,,,,,,,2.82,,9.72763,,,,,,,,,,,,,
8/1/1953,43.5,26.85,0.599475459,18.71816059,,,,,,,,,,,,2.82,,9.72763,,,,,,,,,,,,,
9/1/1953,40.2,26.89,0.976342471,37.68670119,,,,,,,,,,,,2.82,,9.72763,,,,,,,,,,,,,
10/1/1953,37.4,26.95,0.974147621,-0.219485007,,,,,,,,,,,,2.82,,9.72763,,,,,,,,,,,,,
11/1/1953,36.9,26.85,0.599475459,-37.46721619,,,,,,,,,,,,2.82,,9.72763,,,,,,,,,,,,,
12/1/1953,35.6,26.87,0.599026582,-0.044887717,,,,,,,,,,,,2.82,,9.72763,,,,,,,,,,,,,
1/1/1954,37.4,26.94,1.126126126,52.70995443,,,,,,,,,,,,2.82,,9.72763,,,,,,,,,,,,,
2/1/1954,40.7,26.99,1.504324934,37.81988081,,,,,,,,,,,,2.82,,9.72763,,,,,,,,,,,,,
3/1/1954,44.7,26.93,1.126549005,-37.77759293,,,,,,,,,,,,2.82,,9.72763,,,,,,,,,,,,,
4/1/1954,47.7,26.86,0.636942675,-48.96063297,,,,,,,,,,,,2.82,,9.72763,,,,,,,,,,,,,
5/1/1954,50.1,26.93,0.861423221,22.44805458,,,,,,,,,,,,2.82,,9.72763,,,,,,,,,,,,,
6/1/1954,52.1,26.94,0.635039223,-22.6383998,,,,,,,,,,,,2.82,,0,,,,,,,,,,,,,
7/1/1954,51.7,26.86,0.261291527,-37.37476963,,,,,,,,,,,,2.82,,0,,,,,,,,,,,,,0.8
8/1/1954,54.4,26.85,0,-26.12915267,,,,,,,,,,,,2.82,,0,,,,,,,,,,,,,1.22
9/1/1954,53.5,26.81,-0.297508367,-29.75083674,,,,,,,,,,,,2.82,,0,,,,,,,,,,,,,1.06
10/1/1954,58.2,26.72,-0.853432282,-55.59239146,,,,,,,,,,,,2.82,,0,,,,,,,,,,,,,0.85
11/1/1954,58.8,26.78,-0.260707635,59.2724647,,,,,,,,,,,,2.82,,0,,,,,,,,,,,,,0.83
12/1/1954,63.8,26.77,-0.372162263,-11.14546277,,,,,,,,,,,,2.82,,0,,,,,,,,,,,,,1.28
1/1/1955,63,26.77,-0.631031923,-25.886966,,,,,,,,,,,,2.82,,0,,,,,,,,,,,,,1.39
2/1/1955,67.8,26.82,-0.629862912,0.11690106,,,,,,,,,,,,2.82,,0,,,,,,,,,,,,,1.29
3/1/1955,67.5,26.79,-0.51986632,10.99965921,,,,,,,,,,,,2.82,,0,,,,,,,,,,,,,1.35
4/1/1955,68.7,26.79,-0.260610573,25.92557467,,,,,,,,,,,,2.82,,0,,,,,,,,,,,,,1.43
5/1/1955,69.5,26.77,-0.594132937,-33.35223639,,,,,,,,,,,,2.82,,0,,,,,,,,,,,,,1.43
6/1/1955,63.3,26.71,-0.853749072,-25.96161348,,,,,,,,,,,,2.82,,0,,,,,,,,,,,,,1.64
7/1/1955,66.2,26.76,-0.372300819,48.1448253,,,,,,,,,,,,2.82,,0,,,,,,,,,,,,,1.68
8/1/1955,64.8,26.72,-0.484171322,-11.18705031,,,,,,,,,,,,2.82,,0,,,,,,,,,,,,,1.96
9/1/1955,62.4,26.85,0.14919806,63.33693826,,,,,,,,,,,,2.82,,0,,,,,,,,,,,,,2.18
10/1/1955,63.7,26.82,0.374251497,22.50534366,,,,,,,,,,,,2.82,,0,,,,,,,,,,,,,2.24
11/1/1955,62,26.88,0.373412995,-0.083850223,,,,,,,,,,,,2.82,,0,,,,,,,,,,,,,2.35
12/1/1955,65.6,26.87,0.373552484,0.013948935,,,,,,,,,,,,2.82,,0,,,,,,,,,,,,,2.48
1/1/1956,60.2,26.83,0.22413149,-14.94209936,,,,,,,,,,,,2.82,,0,,,,,,,,,,,,,2.45
2/1/1956,58.2,26.86,0.149142431,-7.498905945,,,,,,,,,,,,2.82,,0,,,,,,,,,,,,,2.5
3/1/1956,57.2,26.89,0.37327361,22.41311785,,,,,,,,,,,,2.82,,0,,,,,,,,,,,,,2.5
4/1/1956,55.9,26.93,0.522583053,14.93094438,,,,,,,,,,,,2.82,,0,,,,,,,,,,,,,2.62
5/1/1956,51.2,27.03,0.971236459,44.86534053,,,,,,,,,,,,2.82,,0,,,,,,,,,,,,,2.75
6/1/1956,47.7,27.15,1.6473231,67.60866412,,,,,,,,,,,,2.82,,0,,,,,,,,,,,,,2.71
7/1/1956,44.2,27.29,1.980568012,33.3244912,,,,,,,,,,,,2.82,,0,,,,,,,,,,,,,2.75
8/1/1956,51.5,27.31,2.208083832,22.75158204,,,,,,,,,,,,2.82,,0,,,,,,,,,,,,,2.73
9/1/1956,55.5,27.35,1.862197393,-34.58864394,,,,,,,,,,,,2.82,,0,,,,,,,,,,,,,2.95
10/1/1956,52.7,27.51,2.572706935,71.05095422,,,,,,,,,,,,2.82,,0,,,,,,,,,,,,,2.96
11/1/1956,55,27.51,2.34375,-22.89569351,,,,,,,,,,,,2.82,,0,,,,,,,,,,,,,2.88
12/1/1956,52.7,27.63,2.828433197,48.46831969,,,,,,,,,,,,2.82,,0,,,,,,,,,,,,,2.94
1/1/1957,53.6,27.67,3.130823705,30.23905079,28.5,,,,,,,,,,,2.82,,0,,,,,,,,,,,,,2.84
2/1/1957,51,27.8,3.499627699,36.88039944,28.6,,,,,,,,,,,3.07,,8.86525,,,,,,,,,,,,,3
3/1/1957,47.5,27.86,3.607288955,10.76612558,28.7,,,,,,,,,,,3.07,,8.86525,,,,,,,,,,,,,2.96
4/1/1957,43.1,27.93,3.713330858,10.60419028,28.8,,,,,,,,,,,3.07,,8.86525,,,,,,,,,,,,,3
5/1/1957,43.4,28,3.588605253,-12.47256044,28.8,,,,,,,,,,,3.07,,8.86525,,,,,,,,,,,,,3
6/1/1957,45.9,28.11,3.535911602,-5.269365121,28.9,,,,,,,,,,,3.07,,8.86525,,,,,,,,,,,,,3
7/1/1957,45.7,28.19,3.297911323,-23.80002794,29,,,,,,,,,,,3.07,,8.86525,,,,,,,,,,,,,2.99
8/1/1957,45.3,28.28,3.551812523,25.39012001,29,,,,,,,,,,,3.07,,8.86525,,,,,,,,,,,,,3.24
9/1/1957,45.8,28.32,3.546617916,-0.519460698,29.1,,,,,,,,,,,3.07,,8.86525,,,,,,,,,,,,,3.47
10/1/1957,41.1,28.32,2.94438386,-60.22340555,29.2,,,,,,,,,,,3.07,,8.86525,,,,,,,,,,,,,3.5
11/1/1957,40.4,28.41,3.271537623,32.71537623,29.3,,,,,,,,,,,3.07,,8.86525,,,,,,,,,,,,,3.28
12/1/1957,36.8,28.47,3.040173724,-23.13638985,29.3,,,,,,,,,,,3,,6.38298,,,,,,,,,,,,,2.98
1/1/1958,33.4,28.64,3.505601735,46.54280105,29.3,2.80702,,,,,,,,,,3.07,,8.86525,,,,,,,,,,,,,2.72
2/1/1958,37.2,28.7,3.237410072,-26.81916628,29.4,2.7972,,,,,,,,,,3.07,,0,,,,,,,,,,,,,1.67
3/1/1958,39.8,28.87,3.625269203,38.78591312,29.5,2.78746,,,,,,,,,,3.07,,0,,,,,,,,,,,,,1.2
4/1/1958,39.1,28.94,3.616183315,-0.908588773,29.5,2.43056,,,,,,,,,,3.07,,0,,,,,,,,,,,,,1.26
5/1/1958,46.6,28.94,3.357142857,-25.90404583,29.5,2.43056,,,,,,,,,,3.07,,0,,,,,,,,,,,,,0.63
6/1/1958,51.4,28.91,2.845962291,-51.11805661,29.6,2.42215,,,,,,,,,,3.07,,0,,,,,,,,,,,,,0.93
7/1/1958,54.7,28.89,2.483150053,-36.28122378,29.6,2.06897,,,,,,,,,,3.07,,0,,,,,,,,,,,,,0.68
8/1/1958,57.3,28.94,2.333804809,-14.93452442,29.6,2.06897,,,,,,,,,,3.07,,0,,,,,,,,,,,,,1.53
9/1/1958,59.8,28.91,2.083333333,-25.04714757,29.7,2.06186,,,,,,,,,,3.07,,0,,,,,,,,,,,,,1.76
10/1/1958,62.3,28.91,2.083333333,0,29.7,1.71233,,,,,,,,,,3.07,,0,,,,,,,,,,,,,1.8
11/1/1958,62.7,28.95,1.900739176,-18.2594157,29.8,1.70648,,,,,,,,,,3,,-2.28013,,,,,,,,,,,,,2.27
12/1/1958,60.5,28.97,1.756234633,-14.45045434,29.9,2.04778,,,,,,,,,,3,,0,,,,,,,,,,,,,2.42
1/1/1959,64.4,29.01,1.291899441,-46.43351916,29.9,2.04778,,,,,,,,,,3,,-2.28013,,,,,,,,,,,,,2.48
2/1/1959,66.9,29,1.045296167,-24.66032741,29.9,1.70068,,,,,,,,,,3,,-2.28013,,,,,,,,,,,,,2.43
3/1/1959,67.1,28.97,0.346380326,-69.89158416,30,1.69492,,,,,,,,,,2.97,,-3.25733,,,,,,,,,,,,,2.8
4/1/1959,66.9,28.98,0.138217001,-20.81633249,30,1.69492,,,,,,,,,,2.97,,-3.25733,,,,,,,,,,,,,2.96
5/1/1959,68.2,29.04,0.345542502,20.7325501,30.1,2.0339,,,,,,,,,,2.97,,-3.25733,,,,,,,,,,,,,2.9
6/1/1959,64.4,29.11,0.691802145,34.62596429,30.2,2.02703,,,,,,,,,,2.97,,-3.25733,,,,,,,,,,,,,3.39
7/1/1959,61.5,29.15,0.899965386,20.81632414,30.2,2.02703,,,,,,,,,,2.97,,-3.25733,,,,,,,,,,,,,3.47
8/1/1959,55.1,29.18,0.829302004,-7.06633818,30.2,2.02703,,,,,,,,,,2.97,,-3.25733,,,,,,,,,,,,,3.5
9/1/1959,48.3,29.25,1.176063646,34.67616417,30.3,2.0202,,,,,,,,,,2.97,,-3.25733,,,,,,,,,,,,,3.76
10/1/1959,49.7,29.35,1.521964718,34.59010723,30.4,2.3569,,,,,,,,,,2.97,,-3.25733,,,,,,,,,,,,,3.98
11/1/1959,50.6,29.35,1.381692573,-14.02721447,30.4,2.01342,,,,,,,,,,2.97,,-1,,,,,,,,,,,,,4
12/1/1959,58.2,29.41,1.518812565,13.71199913,30.5,2.00669,,,,,,,,,,2.97,,-1,,,,,,,,,,,,,3.99
1/1/1960,61.5,29.37,1.240951396,-27.78611687,30.5,2.00669,,,,,3.32,,,,,2.97,,-1,,,,,,,,,,,,,3.99
2/1/1960,52.3,29.41,1.413793103,17.28417074,30.6,2.34114,,,,,3.3,,,,,2.97,,-1,,,,,,,,,,,,,3.97
3/1/1960,47.8,29.41,1.518812565,10.50194613,30.6,2,,,,,3.22,,,,,2.97,,0,,,,,,,,,,,,,3.84
4/1/1960,45.3,29.54,1.93236715,41.3554585,30.6,2,,,,,3.13,-5.722891566,,,,2.97,,0,,,,,,,,,,,,,3.92
5/1/1960,42.6,29.57,1.825068871,-10.72982792,30.6,1.66113,,,,,3.07,-6.96969697,,,,2.97,,0,,,,,,,,,,,,,3.85
6/1/1960,44.4,29.61,1.71762281,-10.74460605,30.7,1.65563,,,,,3.04,-5.590062112,,,,2.97,,0,,,,,,,,,,,,,3.32
7/1/1960,43.7,29.55,1.372212693,-34.54101171,30.6,1.3245,,,,,2.97,-5.111821086,,,,2.97,,0,,,,,,,,,,,,,3.23
8/1/1960,47.6,29.61,1.473612063,10.13993701,30.6,1.3245,,,,,2.94,-4.234527687,,,,2.97,,0,,,,,,,,,,,,,2.98
9/1/1960,45.4,29.61,1.230769231,-24.28428323,30.6,0.9901,,,,,3.01,-0.986842105,,,,2.97,,0,,,,,,,,,,,,,2.6
10/1/1960,46,29.75,1.36286201,13.20927795,30.8,1.31579,,,,,3.05,2.693602694,,,,2.97,,0,,,,,,,,,,,,,2.47
11/1/1960,44.3,29.78,1.465076661,10.22146508,30.8,1.31579,,,,,3.04,3.401360544,,,,2.97,,0,,,,,,,,,,,,,2.44
12/1/1960,44.3,29.81,1.360081605,-10.49950561,30.7,0.65574,,,,,3.02,0.332225914,,,,2.97,,0,,,,,,,,,,,,,1.98
1/1/1961,43.9,29.84,1.600272387,24.01907819,30.8,0.98361,,,,,2.96,-2.950819672,,,,2.97,,0,,,,,,,,,,,,,1.45
2/1/1961,43.6,29.84,1.462087725,-13.81846615,30.8,0.65359,,,,,2.86,-5.921052632,,,,2.97,,0,,,,,,,,,,,,,2.54
3/1/1961,49.1,29.84,1.462087725,0,30.9,0.98039,,,,,2.84,-5.960264901,,,,2.97,,0,,,,,,,,,,,,,2.02
4/1/1961,57.6,29.81,0.914014895,-54.80728302,30.9,0.98039,,,,,2.82,-4.72972973,,,,2.97,,0,,,,,,,,,,,,,1.49
5/1/1961,58.9,29.84,0.913087589,-0.092730629,30.9,0.98039,,,,,2.86,0,,,,2.97,,0,,,,,,,,,,,,,1.98
6/1/1961,58.1,29.84,0.776764607,-13.63229822,31,0.9772,,,,,2.97,4.577464789,,,,2.97,,0,,,,,,,,,,,,,1.73
7/1/1961,58.2,29.92,1.252115059,47.53504527,31,1.30719,,,,,3.13,10.9929078,,,,2.97,,0,,,,,,,,,,,,,1.17
8/1/1961,60.7,29.94,1.114488349,-13.76267107,31.1,1.63399,,,,,3.1,8.391608392,,,,2.97,,0,,,,,,,,,,,,,2
9/1/1961,63,29.98,1.249577845,13.50894968,31.1,1.63399,,,,,2.97,0,,,,2.97,,0,,,,,,,,,,,,,1.88
10/1/1961,62.2,29.98,0.773109244,-47.64686016,31.1,0.97403,,,,,2.97,-5.111821086,,,,2.97,,0,,,,,,,,,,,,,2.26
11/1/1961,59,29.98,0.671591672,-10.15175714,31.2,1.2987,,,,,3.01,-2.903225806,,,,2.97,,0,,,,,,,,,,,,,2.61
12/1/1961,64.2,30.01,0.6709158,-0.06758722,31.2,1.62866,,,,,2.98,0.336700337,,,,2.97,,0,,,,,,,,,,,,,2.33
1/1/1962,60.9,30.04,0.670241287,-0.06745132,31.2,1.2987,,,,,2.96,-0.336700337,,,,2.97,,0,,,,,,,,,,,,,2.15
2/1/1962,61.1,30.11,0.904825737,23.45844504,31.2,1.2987,,,,,2.99,-0.664451827,,,,2.97,,0,,,,,,,,,,,,,2.37
3/1/1962,60.6,30.17,1.105898123,20.10723861,31.3,1.2945,,,,,3.1,4.026845638,,,,2.97,,0,,,,,,,,,,,,,2.85
4/1/1962,55.1,30.21,1.3418316,23.59334768,31.3,1.2945,,,,,3.25,9.797297297,,,,2.97,,0,,,,,,,,,,,,,2.78
5/1/1962,52.2,30.24,1.340482574,-0.134902641,31.4,1.61812,,,,,3.14,5.016722408,,,,2.97,,0,,,,,,,,,,,,,2.36
6/1/1962,50.8,30.21,1.239946381,-10.0536193,31.4,1.29032,,,,,3.26,5.161290323,,,,2.97,,0,,,,,,,,,,,,,2.68
7/1/1962,51,30.22,1.002673797,-23.72725839,31.4,1.29032,,,,,3.19,-1.846153846,,,,2.97,,0,,,,,,,,,,,,,2.71
8/1/1962,49.5,30.28,1.135604542,13.29307456,31.5,1.28617,,,,,3.14,0,,,,2.97,,0,,,,,,,,,,,,,2.93
9/1/1962,50,30.42,1.467645097,33.20405543,31.5,1.28617,,,,,3.11,-4.601226994,,,,2.97,,0,,,,,,,,,,,,,2.9
10/1/1962,51.2,30.38,1.334222815,-13.34222815,31.5,1.28617,,,,,3.12,-2.194357367,,,,2.97,,0,,,,,,,,,,,,,2.9
11/1/1962,53.8,30.38,1.334222815,0,31.5,0.96154,,,,,3.11,-0.955414013,,,,2.97,,0,,,,,,,,,,,,,2.94
12/1/1962,57.2,30.38,1.232922359,-10.1300456,31.6,1.28205,,,,,3.12,0.321543408,,,,2.97,,0,,,,,,,,,,,,,2.93
1/1/1963,55.2,30.44,1.331557923,9.863556356,31.5,0.96154,,3.87,,-0.23,3.14,0.641025641,,,,2.97,,0,,,,,,,,,,,,,2.92
2/1/1963,55.1,30.48,1.228827632,-10.27302908,31.6,1.28205,,3.94,,-0.06,3.13,0.643086817,,,,2.97,,0,,,,,,,,,,,,,3
3/1/1963,54.7,30.51,1.126947299,-10.18803334,31.7,1.27796,,3.95,,0.09,3.1,-0.641025641,,,,2.97,,0,,,,,,,,,,,,,2.98
4/1/1963,57.6,30.48,0.893743793,-23.32035052,31.7,1.27796,,3.95,2.067183463,0.09,3.1,-1.27388535,,,,2.97,,0,,,,,,,,,,,,,2.9
5/1/1963,59.8,30.51,0.892857143,-0.088665059,31.7,0.95541,,3.96,0.507614213,0.06,3.14,0.319488818,,,,2.97,,0,,,,,,,,,,,,,3
6/1/1963,58.2,30.61,1.324064879,43.12077363,31.8,1.27389,,4,1.265822785,0,3.15,1.612903226,,,,2.97,,0,,,,,,,,,,,,,2.99
7/1/1963,55.5,30.69,1.555261416,23.11965371,31.8,1.27389,,4,1.265822785,-0.04,3.22,3.870967742,,,,2.97,,0,,,,,,,,,,,,,3.02
8/1/1963,55.1,30.75,1.552179657,-0.308175974,31.9,1.26984,,4.02,1.515151515,0.06,3.25,3.503184713,,,,2.97,,0,,,,,,,,,,,,,3.49
9/1/1963,56.9,30.72,0.986193294,-56.59863627,31.9,1.26984,,4.07,1.75,0.13,3.33,5.714285714,,,,2.97,,0,,,,,,,,,,,,,3.48
10/1/1963,57.7,30.75,1.217906517,23.17132236,32,1.5873,,4.15,3.75,0.23,3.44,6.832298137,,,,2.97,,0,,,,,,,,,,,,,3.5
11/1/1963,57.5,30.78,1.316655695,9.874917709,32,1.5873,,4.08,1.492537313,0.16,3.42,5.230769231,,,,2.97,,0,,,,,,,,,,,,,3.48
12/1/1963,54,30.88,1.645819618,32.91639236,32.1,1.58228,,4.14,1.71990172,0.29,3.54,6.306306306,,,,2.97,,0,,,,,,,,,,,,,3.38
1/1/1964,57.1,30.94,1.642575558,-0.324405969,32.2,2.22222,,4.15,0,0.28,3.64,5.813953488,,,,2.97,,0,,,,,,,,,,,,,3.48
2/1/1964,57.9,30.91,1.410761155,-23.18144036,32.2,1.89873,,4.18,2.450980392,0.24,3.8,11.11111111,,,,2.97,,0,,,,,,,,,,,,,3.48
3/1/1964,60.2,30.94,1.409373976,-0.138717911,32.2,1.57729,,4.23,2.173913043,0.28,3.89,9.88700565,,,,2.97,,0,,,,,,,,,,,,,3.43
4/1/1964,59.2,30.95,1.541994751,13.26207749,32.2,1.57729,,4.22,1.686746988,0.27,3.88,6.593406593,,,,2.97,,0,,,,,,,,,,,,,3.47
5/1/1964,58.7,30.98,1.540478532,-0.151621903,32.2,1.57729,,4.19,0.23923445,0.23,4.02,5.789473684,,,,2.97,,0,,,,,,,,,,,,,3.5
6/1/1964,60.1,31.01,1.306762496,-23.37160357,32.3,1.57233,,4.15,-1.891252955,0.15,4.05,4.11311054,,,,2.97,,0,,,,,,,,,,,,,3.5
7/1/1964,62.9,31.02,1.075268817,-23.14936787,32.3,1.57233,,4.19,-0.710900474,0.19,4.04,4.12371134,,,,2.92,,-1.6835,,,,,,,,,,,,,3.42
8/1/1964,63.3,31.05,0.975609756,-9.965906111,32.3,1.25392,,4.21,0.477326969,0.19,4.05,0.746268657,,,,2.92,,-1.6835,,,,,,,,,,,,,3.5
9/1/1964,63.3,31.08,1.171875,19.62652439,32.3,1.25392,,4.18,0.722891566,0.11,4.05,0,,,,2.92,,-1.6835,,,,,,,,,,,,,3.45
10/1/1964,60.7,31.12,1.203252033,3.137703252,32.4,1.25,,4.16,-0.715990453,0.01,4.08,0.99009901,,,,2.92,,-1.6835,,,,,,,,,,,,,3.36
11/1/1964,61.8,31.21,1.397011046,19.37590136,32.5,1.5625,,4.2,-0.237529691,0.12,4.08,0.740740741,,,,2.92,,-1.6835,,,,,,,,,,,,,3.52
12/1/1964,62.4,31.25,1.198186528,-19.88245176,32.5,1.24611,,4.21,0.717703349,0.07,4.07,0.49382716,,,,2.92,,-1.6835,,,,,,,,,,,,,3.85
1/1/1965,61,31.28,1.098901099,-9.92854296,32.6,1.24224,,4.19,0.721153846,0.04,4.04,-0.980392157,,,,2.92,,-1.6835,,,,,,,,,,,,,3.9
